Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-raccoon-proximity-12.edges	25	48	[4,77752]	9|0	0|3	2	1	1	7	1	0	0	0	0	0	1	1	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-voles-bhp-trapping-39.edges	1137	7	[1,4]	3|0	2|0	3	2	2	0	0	2	0	2	0	2	0	2	
d/mammalia/mammalia-voles-plj-trapping-07.edges	128	35	[1,3]	4|0	12|13	4	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-rob-trapping-17.edges	500	104	[1,7]	7|0	37|16	7	4	4	2	2	4	1	4	1	4	2	4	
d/mammalia/mammalia-primate-association-10.edges	22	60	[0,6]	12|0	0|3	10	5	5	6	5	3	5	3	5	3	6	4	
d/mammalia/mammalia-voles-rob-trapping-52.edges	1252	93	[1,15]	6|0	24|27	6	3	2	2	2	2	1	2	1	2	2	2	
d/mammalia/mammalia-voles-bhp-trapping-29.edges	1045	105	[1,10]	6|0	37|36	4	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-macaque-contact-sits.edges	29	378	[2,554]	27|0	0|0	4	2	1	0	1	1	1	1	1	1	3	2	
d/mammalia/mammalia-primate-association-1.edges	16	45	[0,5]	10|0	0|0	9	5	5	7	5	3	5	3	5	3	7	4	
d/mammalia/mammalia-raccoon-proximity-6.edges	25	75	[4,97855]	14|0	0|1	3	1	1	8	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-voles-kcs-trapping-54.edges	1069	13	[1,3]	4|0	11|1	4	2	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-kcs-trapping-57.edges	1126	25	[1,2]	5|0	10|6	5	1	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-voles-plj-trapping-48.edges	931	61	[1,6]	5|0	13|12	5	3	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-plj-trapping-43.edges	814	2	[1,1]	2|0	2|1	2	0	0	1	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-kcs-trapping-56.edges	1110	27	[1,13]	7|0	5|3	7	3	3	2	3	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-plj-trapping-15.edges	237	60	[1,8]	6|0	12|18	5	1	1	2	1	1	1	1	1	1	2	2	
d/mammalia/mammalia-voles-kcs-trapping-02.edges	43	44	[1,3]	5|0	3|9	5	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-rob-trapping-35.edges	931	3	[1,1]	1|0	6|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-bhp-trapping-41.edges	1139	1	[1,1]	1|0	2|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-raccoon-proximity-3.edges	24	50	[1,282]	7|0	2|1	6	1	1	5	1	1	1	1	1	1	3	2	
d/mammalia/mammalia-voles-kcs-trapping-17.edges	350	132	[1,9]	10|0	12|24	7	2	2	4	2	2	1	2	1	2	4	3	
d/mammalia/mammalia-voles-plj-trapping-45.edges	860	63	[1,6]	7|0	7|9	6	2	2	3	2	2	1	2	1	2	3	2	
d/mammalia/mammalia-voles-kcs-trapping-44.edges	866	20	[1,6]	5|0	5|2	4	2	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-voles-plj-trapping-56.edges	1068	10	[1,2]	2|0	8|6	2	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-baboon-grooming-group06.edges	9	11	[1,5]	5|0	0|3	4	2	2	2	2	2	2	2	2	2	2	2	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-voles-kcs-trapping-39.edges	844	7	[1,4]	2|0	10|2	2	1	1	1	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-raccoon-proximity-25.edges	25	36	[2,604800]	9|0	3|2	2	1	1	5	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-plj-trapping-33.edges	764	4	[1,2]	2|0	2|3	2	1	1	0	1	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-rob-trapping-31.edges	923	24	[1,3]	3|0	9|9	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-kcs-trapping-27.edges	715	331	[1,17]	13|0	15|16	12	8	6	6	6	3	4	3	4	3	6	4	
d/mammalia/mammalia-voles-kcs-trapping-62.edges	1209	25	[1,4]	4|0	9|12	4	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-cattle-dominance.edges	29	205	[1,13]	22|0	1|0	15	7	6	16	6	4	5	4	5	4	14	8	
d/mammalia/mammalia-voles-kcs-trapping-35.edges	779	13	[1,2]	3|0	7|5	3	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-kcs-trapping-38.edges	838	18	[1,1]	3|0	21|6	3	0	0	1	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-rob-trapping-39.edges	940	2	[1,1]	1|0	4|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-plj-trapping-16.edges	249	34	[1,5]	5|0	13|12	5	2	2	1	1	2	1	2	1	2	1	2	
d/mammalia/mammalia-voles-rob-trapping-47.edges	1120	184	[1,12]	14|0	18|15	13	6	6	4	6	4	4	4	4	4	4	4	
d/mammalia/mammalia-baboon-association-group29.edges	14	19	[1,2]	4|0	0|4	4	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-bhp-trapping-05.edges	74	65	[1,12]	6|0	7|8	6	3	3	2	3	2	3	2	1	2	2	2	
d/mammalia/mammalia-voles-plj-trapping-12.edges	179	6	[1,3]	2|0	6|3	2	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-kcs-trapping-51.edges	1056	42	[1,8]	5|0	15|18	5	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-kcs-trapping-04.edges	73	30	[1,16]	4|0	9|9	4	3	3	2	3	2	2	2	2	2	2	2	
d/mammalia/mammalia-elephantseal-2010-2012-peidras.edges	19	15	[1,2]	3|0	10|4	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-rob-trapping-34.edges	926	5	[1,3]	3|0	2|1	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-rob-trapping-36.edges	933	2	[1,1]	1|0	4|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-baboon-association-group08.edges	21	33	[1,2]	7|0	5|3	7	3	3	3	3	2	3	2	3	2	3	3	
d/mammalia/mammalia-voles-rob-trapping-13.edges	332	197	[1,4]	11|0	12|28	11	8	7	5	7	5	4	5	4	5	5	5	
d/mammalia/mammalia-voles-plj-trapping-31.edges	754	39	[1,6]	6|0	8|9	6	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-kcs-trapping-43.edges	854	4	[1,2]	2|0	2|3	2	1	1	0	1	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-kcs-trapping-28.edges	723	195	[1,15]	9|0	15|20	7	4	3	4	3	2	3	2	3	2	4	2	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-primate-association-3.edges	25	167	[0,6]	20|0	0|0	18	13	12	15	11	7	9	7	9	7	15	9	
d/mammalia/mammalia-baboon-association-group04.edges	5	4	[1,1]	3|0	1|2	3	0	0	1	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-raccoon-proximity-17.edges	25	30	[9,242535]	8|0	2|6	1	0	0	4	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-rob-trapping-38.edges	937	2	[1,2]	1|0	4|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-baboon-association-group11.edges	15	25	[1,2]	6|0	0|4	6	3	3	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-baboon-grooming-group28.edges	19	23	[1,4]	6|0	3|4	6	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-raccoon-proximity-26.edges	25	42	[5,598254]	11|0	0|4	2	0	0	6	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-plj-trapping-51.edges	1014	27	[1,4]	6|0	16|4	6	2	2	1	1	2	1	2	1	2	1	2	
d/mammalia/mammalia-voles-rob-trapping-24.edges	760	156	[1,12]	8|0	19|11	8	3	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-rob-trapping-61.edges	1445	113	[1,6]	7|0	19|16	7	3	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-kcs-trapping-06.edges	111	45	[1,4]	6|0	9|8	5	2	2	2	1	2	1	2	1	2	2	2	
d/mammalia/mammalia-raccoon-proximity-18.edges	25	26	[11,277764]	7|0	4|0	1	0	0	4	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-raccoon-proximity-38.edges	25	17	[2,56842]	6|0	3|2	1	0	0	3	0	0	0	0	0	0	1	1	
d/mammalia/mammalia-voles-kcs-trapping-49.edges	1019	124	[1,10]	11|0	15|27	9	5	4	3	4	4	1	4	1	4	3	4	
d/mammalia/mammalia-voles-kcs-trapping-48.edges	979	160	[1,7]	14|0	9|15	13	4	4	5	4	2	3	2	3	2	5	3	
d/mammalia/mammalia-macaque-grooming-bouts.edges	29	228	[1,76]	24|0	0|0	15	7	5	19	5	3	5	3	5	3	13	8	
d/mammalia/mammalia-voles-plj-trapping.edges	1264	3380	[1,64]	35|0	211|192	27	15	15	11	11	7	7	7	7	7	11	7	
d/mammalia/mammalia-voles-bhp-trapping-08.edges	132	22	[1,3]	3|0	12|10	3	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-rob-trapping-11.edges	241	174	[1,12]	15|0	10|7	14	6	5	5	4	4	4	4	4	4	5	4	
d/mammalia/mammalia-voles-bhp-trapping-04.edges	53	35	[1,4]	4|0	15|6	4	3	3	3	3	2	3	2	3	2	3	2	
d/mammalia/mammalia-voles-rob-trapping-07.edges	174	63	[1,7]	7|0	14|27	5	2	1	3	1	1	1	1	1	1	3	1	
d/mammalia/mammalia-voles-kcs-trapping-22.edges	454	196	[1,17]	10|0	12|20	9	4	4	6	4	3	2	3	2	3	6	3	
d/mammalia/mammalia-voles-plj-trapping-10.edges	159	31	[1,6]	4|0	7|12	4	1	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-raccoon-proximity-37.edges	25	18	[8,604800]	6|0	4|5	1	0	0	2	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-rob-trapping-23.edges	697	157	[1,6]	8|0	21|21	8	4	3	4	3	3	2	3	2	3	4	3	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-baboon-grooming-group14.edges	8	10	[1,5]	5|0	1|2	4	1	1	3	1	1	1	1	1	1	3	2	
d/mammalia/mammalia-voles-rob-trapping.edges	1481	3935	[1,64]	34|0	208|235	29	10	9	8	9	6	6	6	6	6	8	6	
d/mammalia/mammalia-voles-bhp-trapping-59.edges	1595	131	[1,4]	10|0	21|16	10	4	4	2	4	3	2	3	2	3	2	3	
d/mammalia/mammalia-baboon-grooming-group27.edges	19	32	[1,3]	7|0	3|3	7	3	3	4	3	2	3	2	3	2	4	3	
d/mammalia/mammalia-voles-plj-trapping-23.edges	409	165	[1,7]	11|0	11|24	10	6	5	5	4	3	3	3	3	3	5	3	
d/mammalia/mammalia-voles-plj-trapping-35.edges	771	4	[1,1]	2|0	6|1	2	0	0	1	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-bhp-trapping-06.edges	107	86	[1,6]	7|0	11|10	7	3	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-rob-trapping-55.edges	1283	77	[1,6]	7|0	15|18	5	3	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-rob-trapping-19.edges	550	57	[1,9]	3|0	27|18	3	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-rob-trapping-27.edges	868	84	[1,3]	7|0	26|25	6	3	3	2	3	2	2	2	2	2	2	2	
d/mammalia/mammalia-raccoon-proximity-50.edges	25	33	[3,16103]	8|0	2|2	3	1	1	4	1	0	1	0	1	0	1	1	
d/mammalia/mammalia-voles-plj-trapping-40.edges	809	2	[1,1]	1|0	4|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-kcs-trapping-20.edges	386	82	[1,6]	7|0	13|23	6	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-baboon-association-group24.edges	21	7	[1,1]	2|0	8|3	2	0	0	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-kcs-trapping-12.edges	161	18	[1,6]	5|0	6|6	5	3	3	2	3	2	2	2	2	2	2	2	
d/mammalia/mammalia-baboon-grooming-group20.edges	14	21	[1,7]	5|0	2|2	5	2	2	3	2	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-bhp-trapping-16.edges	418	106	[1,3]	7|0	31|28	7	3	3	3	3	2	2	2	2	2	3	2	
d/mammalia/mammalia-raccoon-proximity-48.edges	25	23	[3,99774]	6|0	2|0	1	0	0	2	0	0	0	0	0	0	1	1	
d/mammalia/mammalia-dolphin-florida-forage.edges	191	1134	[1,7]	47|0	15|19	47	37	29	15	29	12	29	12	11	12	15	12	
d/mammalia/mammalia-baboon-association-group09.edges	26	22	[1,1]	5|0	9|10	5	0	0	2	2	1	2	1	2	1	2	1	
d/mammalia/mammalia-voles-bhp-trapping-24.edges	805	363	[1,12]	12|0	14|28	11	6	5	4	5	4	3	4	3	4	4	4	
d/mammalia/mammalia-bat-roosting-indiana.edges	44	546	[2,209]	36|0	1|1	10	9	8	8	8	5	8	5	8	5	10	5	
d/mammalia/mammalia-voles-bhp-trapping-33.edges	1073	2	[1,1]	1|0	4|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-rob-trapping-29.edges	899	70	[1,6]	5|0	23|34	4	1	1	2	1	1	1	1	1	1	2	1	
d/mammalia/mammalia-voles-rob-trapping-03.edges	88	79	[1,5]	9|0	14|14	9	4	3	3	3	2	3	2	3	2	3	3	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-raccoon-proximity-34.edges	25	26	[3,349341]	8|0	0|2	1	0	0	3	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-baboon-association-group13.edges	8	4	[1,2]	2|0	4|2	2	1	1	1	1	0	1	0	1	0	1	0	
d/mammalia/mammalia-voles-kcs-trapping-26.edges	669	271	[1,9]	13|0	16|24	11	6	5	4	5	3	3	3	3	3	4	3	
d/mammalia/mammalia-voles-kcs-trapping-01.edges	22	19	[1,2]	3|0	9|7	3	2	2	1	1	2	1	2	1	2	1	2	
d/mammalia/mammalia-baboon-association-group20.edges	14	30	[1,2]	7|0	0|1	7	4	4	4	4	3	4	3	4	3	4	3	
d/mammalia/mammalia-voles-kcs-trapping-29.edges	729	103	[1,9]	6|0	22|30	5	3	2	3	2	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-rob-trapping-26.edges	833	55	[1,3]	4|0	23|10	4	2	2	2	1	2	1	2	1	2	2	2	
d/mammalia/mammalia-raccoon-proximity-22.edges	25	33	[4,519810]	7|0	2|3	2	0	0	5	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-baboon-association-group15.edges	7	12	[1,4]	5|0	0|0	4	2	2	3	2	2	2	2	2	2	3	2	
d/mammalia/mammalia-voles-bhp-trapping-48.edges	1343	193	[1,10]	15|0	17|17	14	5	5	4	4	4	3	4	3	4	4	4	
d/mammalia/mammalia-baboon-association-group28.edges	19	21	[1,3]	5|0	2|7	5	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-baboon-association-group01.edges	5	6	[1,3]	3|0	0|0	3	1	1	0	1	1	0	1	0	1	0	1	
d/mammalia/mammalia-voles-bhp-trapping-28.edges	1034	189	[1,15]	6|0	42|43	6	5	4	3	4	2	2	2	2	2	3	2	
d/mammalia/mammalia-baboon-grooming-group02.edges	6	6	[1,3]	4|0	1|2	4	1	1	2	1	0	1	0	1	0	2	0	
d/mammalia/mammalia-raccoon-proximity-19.edges	25	35	[2,357401]	8|0	1|3	2	0	0	4	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-voles-plj-trapping-42.edges	812	2	[1,2]	1|0	4|0	1	0	0	0	0	0	0	0	0	0	0	0	
d/mammalia/mammalia-voles-kcs-trapping-24.edges	544	193	[1,9]	12|0	11|13	10	6	4	5	4	3	3	3	3	3	5	3	
d/mammalia/mammalia-raccoon-proximity-42.edges	25	35	[3,417146]	7|0	2|2	2	0	0	4	0	0	0	0	0	0	1	0	
d/mammalia/mammalia-primate-association-5.edges	16	59	[0,9]	12|0	0|0	9	5	5	10	5	3	5	3	5	3	9	5	
d/mammalia/mammalia-voles-rob-trapping-14.edges	372	103	[1,6]	9|0	18|14	9	5	5	2	5	4	2	4	2	4	2	4	
d/mammalia/mammalia-voles-bhp-trapping.edges	1687	4623	[1,64]	37|0	239|242	34	10	8	8	6	6	6	6	6	6	8	6	
d/mammalia/mammalia-voles-kcs-trapping-15.edges	272	82	[1,9]	8|0	22|13	6	4	4	2	4	2	4	2	2	2	2	2	
d/mammalia/mammalia-voles-plj-trapping-61.edges	1253	138	[1,16]	6|0	14|16	6	4	2	3	2	2	1	2	1	2	3	2	
d/mammalia/mammalia-raccoon-proximity-49.edges	25	22	[2,107857]	6|0	1|0	1	0	0	2	0	0	0	0	0	0	0	0	
Name 	|V| 	|E| 	Lifetime 	Max|Min Degree 	#deg 1|2 	(un)stability 	pair stability 	pair stability v2 	c 	delta1=0, delta2=0 	weak max(gamma,unstability) 	delta1=0, delta2=5 	weak max(gamma,unstability) 	delta1=0, delta2=10 	weak max(gamma,unstability) 	delta1=5, delta2=10 	weak max(gamma,unstability) 	
d/mammalia/mammalia-primate-association-4.edges	16	43	[0,6]	10|0	0|0	8	5	5	7	5	4	5	4	5	4	7	4	
d/mammalia/mammalia-baboon-grooming-group01.edges	5	4	[1,3]	2|0	0|4	2	1	1	2	1	0	1	0	1	0	2	2	
d/mammalia/mammalia-voles-bhp-trapping-49.edges	1387	119	[1,9]	9|0	18|20	9	7	6	3	6	5	3	5	3	5	3	5	
d/mammalia/mammalia-voles-bhp-trapping-32.edges	1071	25	[1,4]	4|0	4|8	4	2	2	2	2	2	2	2	2	2	2	2	
d/mammalia/mammalia-voles-kcs-trapping-32.edges	759	33	[1,3]	5|0	12|14	5	1	1	1	1	1	1	1	1	1	1	1	
d/mammalia/mammalia-voles-plj-trapping-04.edges	85	68	[1,4]	7|0	16|13	5	3	3	3	1	3	1	3	1	3	3	3	
d/mammalia/mammalia-voles-bhp-trapping-31.edges	1063	44	[1,7]	5|0	9|15	5	2	2	2	2	2	1	2	1	2	2	2	
d/mammalia/mammalia-voles-plj-trapping-50.edges	999	63	[1,12]	4|0	28|30	4	2	2	2	2	2	2	2	2	2	2	2	
